Company,cik_number,sic,AU,Number_of_new_accounts,Sales Cycle,qualified-leads,Percentage Conversion,CAC,Penetration rate,Net Promoter Score,Revenue rate,churn rate,Growth revenue rate,arpa,acv,ltv,CAC Payback,LTV/CAC,sentiment
TWILIO INC,0001447669,20-000045,184,14,62,21.36145867,5.948729088,390.2934879,68.93112598,-5,44.52969619,6.951984662,19.49129478,42.59591734,10557.85075,352.6666432,12,0.90359346,negative
TWILIO INC,0001447669,21-000070,254,10,75,23.20336599,78.6180708,422.262818,46.20086626,6,31.37817373,5.783837029,31.84524089,37.74155216,11167.9759,380.3450468,8,0.900730613,negative
TWILIO INC,0001447669,22-000049,180,15,84,11.32397403,8.812595218,423.4391922,73.56972241,25,39.74248372,6.47001922,17.36804955,27.61789186,29388.60622,249.5898785,4,0.589434996,negative
TWILIO INC,0001104659,16-138271,239,14,104,15.50531625,58.60370247,411.8800454,64.10471451,19,35.81225383,5.585941147,19.23238618,24.66544028,21101.43457,234.599902,9,0.569583073,positive
TWILIO INC,0001104659,16-155179,175,11,78,17.98203351,53.05350813,373.4262112,73.99520554,-12,39.59621704,6.111960744,34.60272856,38.486623,21417.90677,416.986161,10,1.116649417,positive
TWILIO INC,0001104659,17-031254,188,11,103,16.1661586,84.80050288,406.6426761,45.028462,-19,37.33998988,3.973063024,19.75048749,45.48565613,27651.29349,750.8265719,7,1.846403774,positive
TWILIO INC,0001104659,17-051125,180,11,68,14.81517213,30.21330357,305.4827931,55.08056443,-8,21.54804688,5.09727632,37.19228053,22.19183182,29135.3913,304.6043339,12,0.997124358,positive
TWILIO INC,0001104659,17-068034,216,11,92,22.37498262,76.12251704,347.970492,59.91912038,44,31.55241292,6.758431467,34.44204633,20.76008097,28155.2067,157.0106352,4,0.451218247,negative
TWILIO INC,0001104659,18-031875,215,11,100,20.25600679,21.84345797,375.6061527,28.83487919,42,36.38316882,3.357499773,20.04159536,42.38535096,18841.22513,846.5239165,4,2.253754126,negative
TWILIO INC,0001104659,18-050514,230,10,104,17.24038997,44.45675156,342.5998607,56.71942391,30,40.07699886,6.708107585,38.61348044,36.83648764,15722.66854,261.5062551,4,0.763299362,positive
TWILIO INC,0001104659,18-067032,163,15,100,14.01194211,21.32312897,426.7915513,75.08850135,42,19.83862907,5.680067211,20.07913091,40.33609757,24252.7695,412.5289431,5,0.966581794,negative
TWILIO INC,0001447669,19-000017,142,14,70,11.42824208,10.89978808,431.0948739,42.03687968,-12,40.6188752,6.336976211,15.80274748,44.73520581,12103.94202,290.7612938,6,0.674471703,negative
TWILIO INC,0001447669,19-000028,224,11,79,15.78378532,47.98269561,427.5241756,36.93706307,19,19.43195955,5.283914688,33.33679197,43.38150191,17847.08676,428.7323676,10,1.00282602,negative
TWILIO INC,0001447669,20-000156,207,14,74,14.66492241,72.69945571,386.8785265,58.2496181,18,32.14162039,3.324663139,42.92860071,44.99686753,28130.83497,571.9144891,11,1.478279227,positive
TWILIO INC,0001447669,20-000209,168,11,66,18.90299862,80.72584884,423.1741957,54.1641166,-20,16.66786491,6.97190318,38.85611003,38.03342363,10268.21916,372.5948049,10,0.880476193,negative
TWILIO INC,0001447669,21-000126,268,10,92,23.41989487,60.18216498,310.826512,28.31732707,-19,34.0896047,6.356239177,21.82473971,25.11976859,14431.81709,261.6216903,8,0.841696832,negative
TWILIO INC,0001447669,21-000200,298,14,68,20.0906572,0.127401273,369.4110278,61.77167689,-1,44.05760398,4.527964449,38.94732134,39.33319631,20031.6335,586.2392571,10,1.586956569,positive
TWILIO INC,0001447669,21-000266,295,12,82,30.11146265,22.69429226,384.5533171,20.40849756,26,23.89225443,6.898851248,43.9824275,40.7677171,26785.46993,321.5740652,9,0.836227516,positive
TWILIO INC,0001628280,19-006333,172,11,103,16.36101116,65.7970666,421.4256674,32.53592769,6,28.54682585,5.347885956,17.36527983,47.3628759,10516.98318,569.0790814,8,1.350366448,positive
TWILIO INC,0001628280,20-006980,209,11,71,17.92798694,90.63552632,345.0023067,22.08092212,11,32.73873895,6.870460007,31.4379994,30.03450187,26622.80484,206.2387574,6,0.597789503,positive
TYLER TECHNOLOGIES INC,0000860731,17-000006,170,12,62,13.08171001,58.79985364,367.3097885,21.09886516,33,36.96788155,3.873099311,24.2614107,45.95209229,22827.039,721.5912428,7,1.964530392,positive
TYLER TECHNOLOGIES INC,0000860731,18-000011,256,12,92,26.82448174,57.9850499,382.0147578,55.65932703,-18,39.45354435,3.654406257,27.50453985,27.82687123,26355.42095,341.7722437,9,0.894657174,negative
TYLER TECHNOLOGIES INC,0000860731,19-000009,189,13,77,13.78138958,48.4573874,327.6257703,49.36297706,15,23.47842623,5.478006536,33.24721878,22.27828712,29407.12234,243.5305188,8,0.74331918,negative
TYLER TECHNOLOGIES INC,0000860731,20-000008,256,11,73,25.40681889,55.50456903,432.6246766,52.34857395,27,41.6367602,6.088481869,34.71980745,24.46286738,15999.77562,238.9542975,9,0.552336264,negative
TYLER TECHNOLOGIES INC,0000860731,21-000014,142,10,87,16.3391746,41.74324801,386.8791275,77.2847881,48,40.42783426,3.606469613,18.96470179,23.2534766,14678.24361,304.7964097,6,0.787833688,negative
TYLER TECHNOLOGIES INC,0000860731,22-000011,246,10,89,14.56607019,87.02282041,419.7820412,16.98158678,-19,29.35551077,6.043360318,42.56889211,21.9797154,28928.92693,250.4432977,5,0.596603173,negative
TYLER TECHNOLOGIES INC,0000950123,10-016745,223,13,73,16.51225458,9.215211528,427.3286869,49.71076662,-5,24.98624299,3.924913656,22.2504054,20.96660248,20067.95754,355.7555097,7,0.832510245,negative
TYLER TECHNOLOGIES INC,0000950123,11-017571,199,15,100,13.73843145,60.21991585,419.7139308,66.42616107,1,17.77751304,4.200679479,37.0206276,31.973015,26382.22717,390.020541,8,0.929253266,negative
TYLER TECHNOLOGIES INC,0000950134,03-003229,166,11,82,15.25177213,88.15533088,363.9112685,34.9706397,-14,34.03113568,3.536245078,19.68677632,33.46601451,19645.36451,477.409431,8,1.311884166,negative
TYLER TECHNOLOGIES INC,0000950134,04-002615,165,15,68,12.80381703,81.04865536,412.4357138,17.6882084,19,15.1965212,4.868289191,39.42631653,40.79617687,25199.83847,405.4477752,7,0.983056902,negative
TYLER TECHNOLOGIES INC,0000950134,05-004575,165,14,104,16.39712305,49.9242078,309.2265606,72.37918387,11,23.93153207,6.413654684,41.59915191,27.04967564,16991.04039,178.1919559,10,0.576250486,positive
TYLER TECHNOLOGIES INC,0000950134,06-004110,229,11,60,18.26734263,88.43125577,392.0425379,6.243497024,-12,17.63110129,3.055854567,25.36234649,31.74382419,24980.03176,570.9096017,5,1.456244021,negative
TYLER TECHNOLOGIES INC,0000950134,07-004537,230,12,94,22.59526853,87.40030163,346.8218338,79.67240752,19,29.17605482,3.376586812,36.36298879,34.70919608,14773.5736,416.8526715,6,1.201921652,positive
TYLER TECHNOLOGIES INC,0000950134,08-003695,222,12,71,22.62050861,10.90768831,326.1939916,42.4057237,28,27.09471206,4.468199557,27.08401481,30.67027946,22374.80293,319.0259856,7,0.978025328,positive
TYLER TECHNOLOGIES INC,0000950134,09-003823,160,11,71,13.85876852,45.43618239,438.5502474,64.36814857,45,44.95686708,5.728408438,32.55492027,39.33701496,18376.84632,318.4542897,9,0.726152343,negative
TYLER TECHNOLOGIES INC,0001193125,12-075092,261,10,84,15.55755747,41.38518397,355.1140238,68.85603986,46,24.53134899,5.964748986,37.75553402,38.62688221,28766.82126,281.3093334,4,0.792166219,negative
TYLER TECHNOLOGIES INC,0001193125,13-067262,231,10,107,22.67105012,49.82435515,327.4246438,77.21718624,13,17.19794998,5.199255254,21.29813813,22.669646,28908.86021,229.0772515,12,0.699633506,negative
TYLER TECHNOLOGIES INC,0001193125,14-058350,278,10,81,22.25379685,81.14405846,323.5897614,80.10642243,-7,30.99445923,6.440736804,28.21984421,38.39723166,20871.13818,353.8153225,4,1.093407038,positive
TYLER TECHNOLOGIES INC,0001564590,15-000744,275,11,105,23.11137367,22.96387756,331.6075038,68.23652199,-5,34.26077095,5.60505512,35.13427603,33.8080649,16435.97035,282.7382833,7,0.852629328,negative
TYLER TECHNOLOGIES INC,0001564590,16-013137,313,14,93,22.84690255,87.68133511,423.3119005,49.43063882,18,17.52701335,6.518505511,26.6545104,49.94549834,21482.89863,494.5079179,4,1.168188084,negative
TYLER TECHNOLOGIES INC,0000860731,17-000019,169,13,79,16.58398248,79.2742487,378.015937,53.39323233,36,25.32465677,6.80425805,44.44897635,22.43855097,23868.90871,192.3077187,5,0.50872913,negative
TYLER TECHNOLOGIES INC,0000860731,17-000027,171,13,81,16.6720714,31.19876173,400.5813205,55.23962486,27,34.43838169,4.694045221,27.89447838,48.85731169,12127.04623,448.130835,10,1.118701278,negative
TYLER TECHNOLOGIES INC,0000860731,17-000033,264,10,72,28.01973244,42.34775642,441.1095296,55.62389533,-16,25.89579536,4.767270539,26.55854904,47.12276831,25043.14925,491.4875066,10,1.11420741,positive
TYLER TECHNOLOGIES INC,0000860731,18-000024,253,15,60,17.19195801,0.156619184,374.8372657,7.690725524,-16,15.59974455,3.127581479,36.26398654,39.71336108,13852.27592,744.8010362,4,1.986998371,negative
TYLER TECHNOLOGIES INC,0000860731,18-000034,202,12,95,16.44785987,61.35390832,430.5808724,35.67239492,2,38.60677215,4.6657051,19.18818018,38.14146631,27541.09756,489.8946392,4,1.137752907,positive
TYLER TECHNOLOGIES INC,0000860731,18-000043,159,11,89,13.81225048,63.35156741,342.4547112,45.35621264,33,28.81915386,3.149203959,29.12228935,24.24210369,20452.2243,445.672576,4,1.301405883,negative
TYLER TECHNOLOGIES INC,0000860731,19-000020,212,12,78,17.2579836,8.610346137,324.4813732,88.74900555,11,27.19252704,4.437432441,24.70620603,38.87240718,29585.63726,414.2965147,11,1.276795985,negative
TYLER TECHNOLOGIES INC,0000860731,19-000027,198,12,82,18.38318926,5.559448322,305.89725,12.95030227,-3,42.6289091,4.487332159,33.86848807,49.36022501,22042.08206,486.6771118,12,1.590982304,negative
TYLER TECHNOLOGIES INC,0000860731,19-000047,307,11,80,23.30014138,75.73508006,445.8923142,60.4513489,34,16.99742961,6.879093848,32.88091414,46.27132762,24486.94775,466.8266561,10,1.046949322,positive
TYLER TECHNOLOGIES INC,0000860731,20-000017,204,14,85,20.50418598,41.92547123,403.8556814,76.56803293,40,31.43423208,3.719487648,30.52209513,37.39988651,13165.12489,472.3060429,11,1.169492135,negative
TYLER TECHNOLOGIES INC,0000860731,20-000026,155,13,74,17.34643151,85.70530335,345.413688,88.36890564,-14,28.88872215,5.507040202,34.05851462,20.00757501,27175.80163,250.8994037,8,0.726373657,negative
TYLER TECHNOLOGIES INC,0000860731,20-000034,217,10,80,13.82993839,0.608075367,407.9289263,35.57917606,3,18.02620515,6.419573203,16.69539659,42.76539214,14215.40725,306.5763212,8,0.751543471,positive
TYLER TECHNOLOGIES INC,0000860731,21-000025,273,13,94,18.42073266,3.178367795,388.6678761,36.86925204,50,19.73843917,4.221347363,32.55559208,29.10309993,13287.33724,391.0366516,12,1.006094601,positive
TYLER TECHNOLOGIES INC,0000860731,21-000034,175,12,85,17.19351545,29.07692029,336.5316831,68.45734145,-13,39.89394152,6.770478928,42.11597322,26.97979035,16918.15456,183.7719294,7,0.546076161,negative
TYLER TECHNOLOGIES INC,0000860731,21-000039,259,14,88,24.41176462,90.05416119,331.3891484,84.56637643,-8,28.49319177,4.115758394,30.30057441,34.47967733,28421.2865,417.0697727,4,1.258549879,positive
TYLER TECHNOLOGIES INC,0000950123,09-027097,279,12,72,27.83656035,76.92318971,415.9170943,81.49939486,3,16.9933661,6.583047456,16.10320093,24.67641014,22867.54946,185.2004475,7,0.445282125,negative
TYLER TECHNOLOGIES INC,0000950123,09-054613,180,14,80,18.31242697,18.46976298,404.7185193,20.59045522,42,23.80841189,3.326028132,27.22084489,25.65109835,24056.70492,367.4144859,9,0.907827214,negative
TYLER TECHNOLOGIES INC,0000950123,10-040152,270,14,82,29.235944,15.34214607,345.9943367,56.22772656,25,32.68412182,6.482354329,26.09397235,37.47234069,29724.53502,258.4783243,6,0.747059408,negative
TYLER TECHNOLOGIES INC,0000950123,10-069490,218,12,70,18.50399871,64.0776493,432.807619,85.55275886,38,29.26262109,5.334642176,34.22485158,49.52305993,25478.3016,570.1175782,5,1.317254025,negative
TYLER TECHNOLOGIES INC,0000950123,10-097141,177,12,85,13.21032007,36.97234428,394.3176274,33.20829844,-5,42.80673963,6.904783501,32.14254031,22.40418411,27925.7506,169.9407283,4,0.430974211,negative
TYLER TECHNOLOGIES INC,0000950123,11-041289,273,10,79,22.7114582,85.34467416,439.8672077,78.68694865,-15,44.73276547,6.117651511,27.71715609,34.15317886,21229.50038,375.0100592,12,0.85255289,negative
TYLER TECHNOLOGIES INC,0000950123,11-069050,274,11,88,22.551552,19.19190088,324.632479,14.56202306,-16,43.29285166,6.280801462,26.78973308,33.83852728,17685.27467,370.6592885,8,1.141781284,negative
TYLER TECHNOLOGIES INC,0000950123,11-092120,189,10,100,15.46217308,59.52161118,423.2519712,54.72500191,43,23.55703031,4.305519794,43.67490336,49.1193666,19280.40717,780.4053727,11,1.843831632,positive
TYLER TECHNOLOGIES INC,0000950134,00-007182,304,10,96,30.86908217,34.22962414,443.4794252,10.41155862,42,22.69751165,3.687135831,35.72808866,42.31604586,23157.91623,669.097309,10,1.508744873,positive
TYLER TECHNOLOGIES INC,0000950134,00-009754,245,11,68,19.1791333,52.66835057,436.5052854,6.361501892,21,21.39862904,4.243358014,24.28908375,22.75460491,24772.67393,231.0139544,5,0.529235183,negative
TYLER TECHNOLOGIES INC,0000950134,01-501404,286,11,99,23.67164786,1.625001363,364.3305571,49.33225958,4,40.45258405,5.99303932,32.15124245,44.13354883,26211.67802,475.1346263,8,1.304130595,negative
TYLER TECHNOLOGIES INC,0000950134,01-504870,211,13,91,17.74848552,19.75625088,363.6724455,68.72700941,-19,25.63909304,5.68427442,15.00501861,39.73095889,19372.5374,334.5252103,10,0.919853056,negative
TYLER TECHNOLOGIES INC,0000950134,01-508012,302,11,104,30.20591791,62.5063863,402.1278499,91.31834174,22,40.23779583,5.613975715,28.90957756,42.92227616,15630.45355,346.6713285,5,0.862092313,positive
TYLER TECHNOLOGIES INC,0000950134,02-004838,189,11,101,17.42819336,57.12190871,324.9488976,39.21253062,5,36.69213118,5.983902378,41.37015107,37.28154596,11704.40965,284.0073986,10,0.874006346,positive
TYLER TECHNOLOGIES INC,0000950134,02-008993,173,11,75,18.24705827,56.34181711,363.1579139,30.70815761,-10,33.52255297,3.986541323,16.51358498,49.51704941,23539.27734,592.2969725,5,1.630962592,negative
TYLER TECHNOLOGIES INC,0000950134,02-013179,226,11,95,24.09104287,49.28149529,310.9682638,35.72314706,33,34.40721727,4.686188999,29.07229737,20.32421033,25143.6446,201.4641405,12,0.647860775,positive
TYLER TECHNOLOGIES INC,0000950134,03-007051,217,10,66,13.71469147,53.00515116,317.9377895,93.72527951,-20,17.68907746,4.182801634,37.44936125,28.22448708,11135.12855,435.8104544,8,1.370741286,negative
TYLER TECHNOLOGIES INC,0000950134,03-010782,206,10,77,13.05533503,34.05112755,443.9967059,62.73919232,45,28.54886561,3.24663891,22.71848047,36.202917,11808.66304,530.6468762,5,1.195159489,negative
TYLER TECHNOLOGIES INC,0000950134,03-014220,307,12,90,33.24141135,9.868302552,385.8551945,69.74146111,37,26.47688018,4.948348414,21.54552447,38.01029974,17193.43009,418.1333847,5,1.083653637,negative
TYLER TECHNOLOGIES INC,0000950134,04-006271,202,15,106,16.85137382,78.23774709,334.0727046,30.6793757,26,39.17780955,3.427134573,31.92568323,36.80021615,24318.42746,726.9617462,10,2.176058493,negative
TYLER TECHNOLOGIES INC,0000950134,04-010919,297,11,62,24.47656246,59.86379469,406.8226122,75.96892976,-17,38.75121224,6.069786193,25.43398153,23.93237876,25535.59877,170.6049334,6,0.419359515,negative
TYLER TECHNOLOGIES INC,0000950134,04-015936,143,14,95,12.6624038,81.61568104,386.2304253,19.68269319,-13,44.21168325,3.737862406,35.75984856,32.6168594,13975.65168,469.8153841,12,1.216412155,negative
TYLER TECHNOLOGIES INC,0000950134,05-008472,232,13,108,18.13488195,10.78250082,306.1142665,45.52429473,30,42.54029431,5.28819841,16.41305936,43.6404344,26975.61064,405.6703967,6,1.325225385,negative
TYLER TECHNOLOGIES INC,0000950134,05-014292,274,10,86,20.75015819,80.05179764,349.5727824,72.13924182,16,17.44712592,3.419587581,17.60070613,36.11883646,16017.51325,614.730773,12,1.758520125,negative
TYLER TECHNOLOGIES INC,0000950134,05-019867,229,12,102,12.88826814,18.58746742,322.6289181,77.26927962,30,22.62933684,6.151041555,41.55824152,22.63739969,13790.51758,209.212118,10,0.648460526,negative
TYLER TECHNOLOGIES INC,0000950134,06-008146,226,14,87,24.35072571,34.538866,380.7887609,21.65341813,6,33.6554342,6.521894659,43.20591772,21.41095839,20397.01498,184.4354042,11,0.484350966,positive
TYLER TECHNOLOGIES INC,0000950134,06-014028,315,15,78,17.89005851,56.02022437,354.4893518,78.33500266,-8,19.7476509,5.28889184,35.37819735,40.23808809,28259.60341,398.783138,6,1.124950964,negative
TYLER TECHNOLOGIES INC,0000950134,06-019726,294,10,66,20.92848446,71.7703802,310.7698936,30.21629302,26,35.44504235,3.118252383,29.17416042,24.9003028,15389.63428,498.5991907,4,1.604399914,positive
TYLER TECHNOLOGIES INC,0000950134,07-009135,262,12,76,15.43670207,20.76750642,414.4122945,76.8428392,16,38.90388903,4.291834567,16.59277264,41.87073161,25227.64863,617.3870688,7,1.489789461,negative
TYLER TECHNOLOGIES INC,0000950134,07-015913,272,15,91,15.09272694,33.28401175,314.6710188,94.14946275,46,42.55833325,6.420235655,44.52641472,28.48677293,20183.59054,303.4088464,12,0.964209693,positive
TYLER TECHNOLOGIES INC,0000950134,07-021956,234,15,76,17.56868579,56.179228,434.2727724,79.94313855,15,30.66005404,5.205271567,22.23684241,32.92732211,18643.91413,253.7356668,7,0.584277171,negative
TYLER TECHNOLOGIES INC,0000950134,08-007285,246,12,93,17.20465719,70.45552637,319.2739316,76.14188794,8,28.39423538,6.471438831,26.91547079,22.00296959,13728.42203,157.672815,12,0.49384807,positive
TYLER TECHNOLOGIES INC,0000950134,09-008566,185,14,76,14.48262288,33.65619942,391.9490227,75.91405547,-17,39.77486763,3.63622535,44.73739404,44.68558963,15739.9592,609.5958781,4,1.555293783,negative
TYLER TECHNOLOGIES INC,0001157523,08-005896,262,15,60,29.84100748,32.85277863,361.0396757,26.90700718,26,27.09847943,6.532539411,43.55749771,20.76507526,14763.86844,151.9257963,9,0.420800833,negative
TYLER TECHNOLOGIES INC,0001157523,08-008385,297,13,78,30.59063394,57.97371047,374.8855306,29.19279432,50,37.80687362,4.506739995,44.56212951,43.45321339,16797.48429,452.865792,6,1.208010859,positive
TYLER TECHNOLOGIES INC,0001193125,12-182583,314,15,105,21.18432157,0.860961421,376.4133162,85.57843069,44,15.15955691,4.376446538,17.09319063,49.44680509,27252.61127,504.9641734,10,1.341515169,negative
TYLER TECHNOLOGIES INC,0001193125,12-314784,168,12,76,15.25458563,89.05378325,307.6881799,29.63924498,30,15.33255694,3.962706272,41.68212795,42.38126196,10936.16631,469.0761358,4,1.524517893,negative
TYLER TECHNOLOGIES INC,0001193125,12-433578,257,14,71,27.98549063,0.213984138,382.8897296,90.97787825,23,17.15827879,5.843875958,41.2252646,49.25810572,23478.99946,516.4681398,5,1.348869139,negative
TYLER TECHNOLOGIES INC,0001193125,13-170848,271,13,61,30.36209268,22.84872726,330.0628196,22.77739466,17,34.47775549,6.535269417,26.70504169,30.72981638,28364.51316,316.7962615,7,0.95980596,negative
TYLER TECHNOLOGIES INC,0001193125,13-300787,234,12,70,19.39150432,9.854328472,390.1584935,67.75010935,-6,26.82150332,5.85782128,25.59821665,37.37843209,28217.46478,399.8949924,10,1.02495524,negative
TYLER TECHNOLOGIES INC,0001193125,13-408574,193,15,82,16.51743013,35.58104539,392.1626399,34.8693281,37,34.22853263,4.845813918,15.08944313,37.7886784,29225.3749,417.1364593,7,1.063682301,negative
TYLER TECHNOLOGIES INC,0001193125,14-154914,172,11,64,12.40600568,33.48868975,388.2597846,12.92505759,7,44.24176916,6.027101904,16.04612336,22.61846348,14052.35727,230.3263575,4,0.593227438,positive
TYLER TECHNOLOGIES INC,0001193125,14-277264,143,13,81,16.58845339,27.04896027,378.949706,28.67498261,35,15.01423267,3.880373489,15.65879071,21.04108022,27885.85815,330.11023,7,0.871118845,positive
TYLER TECHNOLOGIES INC,0001193125,14-378800,162,11,98,13.75885561,89.17837645,304.853815,18.80288512,24,30.32511466,4.647110284,23.44997834,44.08951163,24261.41715,574.4576751,9,1.884370957,positive
TYLER TECHNOLOGIES INC,0001564590,15-002772,197,13,96,17.11035806,45.99590587,382.3424041,7.3617884,50,22.56323009,3.749094575,34.69575829,27.04118455,18542.11534,451.3968338,8,1.18060887,positive
TYLER TECHNOLOGIES INC,0001564590,15-005577,301,15,64,24.32045836,67.58754042,329.6715787,69.60395899,19,31.29922446,3.291000066,24.52209878,20.82880068,12218.24555,267.7413376,5,0.812145647,negative
TYLER TECHNOLOGIES INC,0001564590,15-008522,239,11,101,22.97061688,32.13356675,400.1133901,77.51912527,42,17.37779404,3.876379329,15.39976971,28.40578497,18591.9904,407.3253186,8,1.018024712,negative
TYLER TECHNOLOGIES INC,0001564590,16-016779,210,12,92,12.18709939,14.18922242,420.4871923,37.18224134,10,24.02413217,3.363336367,16.53343621,37.73072674,28105.70837,460.0438202,7,1.094073324,negative
TYLER TECHNOLOGIES INC,0001564590,16-021582,203,10,87,15.47733758,40.20787097,356.7842563,83.62677113,12,40.47937778,6.602724549,22.55577453,21.40246668,17706.66433,129.9338714,11,0.364180507,positive
TYLER TECHNOLOGIES INC,0001564590,16-026222,267,11,99,29.22266113,18.19584219,303.6771454,66.61187122,2,30.31038389,5.844575844,17.97373178,36.5780854,11244.93999,261.8267137,7,0.862187747,negative
ULTIMATE SOFTWARE GROUP INC,0000950144,03-004218,272,10,67,14.7512776,54.59059919,308.6743158,37.60780604,9,23.31597971,4.822349839,19.85445436,29.2588111,27610.27014,413.7243639,5,1.340326496,positive
ULTIMATE SOFTWARE GROUP INC,0000950144,04-003087,273,15,84,29.7087298,65.01031719,420.7182312,38.08624371,26,28.55867553,5.438864669,18.72236452,31.04138771,29121.38625,289.3273556,6,0.68769864,negative
ULTIMATE SOFTWARE GROUP INC,0000950144,05-002331,182,10,65,19.75693081,28.1966781,359.5712371,36.91708057,4,18.27507877,5.438095557,16.0680848,28.46482584,18556.14781,235.9841392,9,0.656293148,negative
ULTIMATE SOFTWARE GROUP INC,0000950144,06-002316,309,12,64,31.5092981,77.41499299,308.9487453,87.72011684,-14,41.88506674,3.213150969,38.20585587,20.84551767,24097.10377,372.4896286,9,1.205668042,negative
ULTIMATE SOFTWARE GROUP INC,0000950144,07-002310,260,12,70,22.79235308,38.53705115,389.8153613,84.81607909,-2,36.62282335,5.090345166,34.48868374,38.88873453,26476.00006,426.4364713,7,1.093944758,positive
ULTIMATE SOFTWARE GROUP INC,0000950144,08-001902,267,12,71,25.9139446,73.33469207,424.5377114,20.01505859,8,39.31892739,3.71710503,40.46596482,29.30872753,16513.9248,365.7732962,5,0.861580223,positive
ULTIMATE SOFTWARE GROUP INC,0001016125,09-000005,250,13,85,14.64645293,85.44826238,425.0862602,34.11259187,43,23.71556454,6.730529936,24.77769614,46.49092903,20669.35161,421.4991774,8,0.991561518,positive
ULTIMATE SOFTWARE GROUP INC,0001016125,10-000004,210,12,84,13.13326722,55.5577982,356.7326117,40.09726052,-4,26.53466675,5.640037666,22.48341437,46.64965072,29232.54578,540.0906979,9,1.513993059,negative
ULTIMATE SOFTWARE GROUP INC,0001016125,11-000004,190,13,73,17.27256049,72.06734345,439.2134759,80.40624011,37,39.15960187,3.16250046,29.94866538,32.31467053,13653.62364,576.3347628,12,1.312197358,negative
ULTIMATE SOFTWARE GROUP INC,0001016125,12-000004,218,13,67,19.35737989,87.47924575,336.7265611,61.47993162,17,22.89480503,5.089170391,25.10992411,29.88190721,15288.71807,306.3508442,4,0.909791147,negative
ULTIMATE SOFTWARE GROUP INC,0001016125,13-000005,261,13,79,17.89857216,14.77152177,327.4944412,8.101476878,28,23.86497152,3.2566257,42.26679266,35.16047666,16368.76849,707.865665,4,2.161458566,negative
ULTIMATE SOFTWARE GROUP INC,0001016125,14-000008,233,11,96,16.33479,86.91661546,404.2141947,41.54648873,42,22.42770408,4.459961344,31.49108881,28.0854399,23600.20065,423.7329132,6,1.048288058,negative
ULTIMATE SOFTWARE GROUP INC,0001016125,15-000006,222,12,105,21.32048539,8.486621127,337.5940426,66.57587007,10,20.84585984,4.458117436,31.62406139,48.57680261,12765.8128,633.1630845,9,1.875516166,positive
ULTIMATE SOFTWARE GROUP INC,0001016125,16-000168,306,12,103,19.67096845,2.837009577,349.0892152,37.81493614,-4,33.97379704,6.722811563,25.00970297,26.99368692,15570.23524,232.2423502,12,0.665280794,positive
ULTIMATE SOFTWARE GROUP INC,0001016125,17-000046,307,14,98,18.35209451,52.23125823,317.675181,52.97846192,-9,36.30867948,3.945449407,31.56703809,22.09720276,21343.2631,252.9399678,10,0.796222,negative
ULTIMATE SOFTWARE GROUP INC,0001016125,18-000039,305,12,86,19.39584889,17.77838554,355.1830143,34.03745387,11,35.38485357,6.148412946,22.3945626,31.01883221,18995.75326,332.9853216,9,0.937503507,negative
ULTIMATE SOFTWARE GROUP INC,0001016125,19-000041,282,15,71,27.67607916,27.63937229,352.6972285,59.16727165,49,27.24154997,6.963289129,37.65486942,35.23465266,25551.94072,334.659941,6,0.948859004,positive
ULTIMATE SOFTWARE GROUP INC,0001021408,02-004616,261,12,103,17.0849998,87.33638823,447.4510657,88.38799416,46,44.79097038,3.764426374,25.64281222,21.49925394,17196.95557,270.9100949,11,0.605451893,negative
ULTIMATE SOFTWARE GROUP INC,0000950144,03-006722,193,12,86,20.61389758,26.83626361,338.4579105,89.82037737,50,35.09494497,5.851699265,42.95894742,46.8893699,27727.85132,548.2716735,10,1.619910945,negative
ULTIMATE SOFTWARE GROUP INC,0000950144,03-009068,250,12,84,15.08057471,54.82366401,395.4380803,40.49230049,24,43.04003682,5.772335187,25.77594847,22.19246636,11524.63936,249.539156,6,0.63104483,positive
ULTIMATE SOFTWARE GROUP INC,0000950144,03-012762,164,14,94,16.15726888,59.75383155,301.4419182,43.06638185,40,23.26355481,6.914285289,20.985632,43.78672948,27818.25702,404.0076982,6,1.340250555,positive
ULTIMATE SOFTWARE GROUP INC,0000950144,04-005420,195,13,83,13.48752171,35.8201766,392.2564794,42.09509023,-3,24.18202297,3.360982012,33.3774258,41.24891388,13566.49597,796.2651601,8,2.029960503,positive
ULTIMATE SOFTWARE GROUP INC,0000950144,04-008195,190,13,70,12.69723831,15.36956841,416.6326751,35.35732251,-3,29.46259364,4.123331299,22.31028489,24.6044254,21203.96577,342.2186806,8,0.821391842,positive
ULTIMATE SOFTWARE GROUP INC,0000950144,04-010654,163,15,65,14.7845735,66.14299632,356.1718873,84.65752285,-3,35.04465956,4.402652795,34.26498354,49.96368183,12618.00296,673.0741983,9,1.889745435,positive
ULTIMATE SOFTWARE GROUP INC,0000950144,05-005239,263,15,77,20.57999594,20.67988239,341.8292832,83.27183308,24,16.31244698,6.25964017,31.98594527,38.30509201,23805.90801,298.3581593,8,0.87282797,negative
ULTIMATE SOFTWARE GROUP INC,0000950144,05-008380,242,15,62,24.79823831,86.95408494,312.610133,92.02567519,32,32.58326425,4.982656499,23.11012524,45.77581385,25820.07047,625.4264007,10,2.000659399,negative
